Particle  Iter             zp[i]          uzp[i]         xp[i]          uxp[i]         
14          408          -0.5793        -12443.5217        0.0025        487.1745
15          408          -0.5793        -12443.5217        0.0025        487.1745
16          408          -0.5793        -12443.5217        0.0025        487.1745
17          408          -0.5793        -12443.5217        0.0025        487.1745
18          408          -0.5793        -12443.5217        0.0025        487.1745
19          408          -0.5793        -12443.5217        0.0025        487.1745
20          408          -0.5793        -12443.5217        0.0025        487.1745
21          408          -0.5793        -12443.5217        0.0025        487.1745
22          408          -0.5793        -12443.5217        0.0025        487.1745
23          408          -0.5793        -12443.5217        0.0025        487.1745
24          408          -0.5793        -12443.5217        0.0025        487.1745
25          408          -0.5793        -12443.5217        0.0025        487.1745
26          408          -0.5793        -12443.5217        0.0025        487.1745
27          408          -0.5793        -12443.5217        0.0025        487.1745
28          408          -0.5793        -12443.5217        0.0025        487.1745
29          408          -0.5793        -12443.5217        0.0025        487.1745
30          408          -0.5793        -12443.5217        0.0025        487.1745
31          408          -0.5793        -12443.5217        0.0025        487.1745
32          408          -0.5793        -12443.5217        0.0025        487.1745
33          408          -0.5793        -12443.5217        0.0025        487.1745
34          408          -0.5793        -12443.5217        0.0025        487.1745
35          408          -0.5793        -12443.5217        0.0025        487.1745
36          408          -0.5793        -12443.5217        0.0025        487.1745
37          408          -0.5793        -12443.5217        0.0025        487.1745
38          408          -0.5793        -12443.5217        0.0025        487.1745
39          408          -0.5793        -12443.5217        0.0025        487.1745
40          408          -0.5793        -12443.5217        0.0025        487.1745
41          408          -0.5793        -12443.5217        0.0025        487.1745
42          408          -0.5793        -12443.5217        0.0025        487.1745
43          408          -0.5793        -12443.5217        0.0025        487.1745
44          408          -0.5793        -12443.5217        0.0025        487.1745
45          408          -0.5793        -12443.5217        0.0025        487.1745
46          408          -0.5793        -12443.5217        0.0025        487.1745
47          408          -0.5793        -12443.5217        0.0025        487.1745
48          408          -0.5793        -12443.5217        0.0025        487.1745
49          408          -0.5793        -12443.5217        0.0025        487.1745
0           409          -0.5805        -10815.5359        0.0026        451.0113
1           409          -0.5805        -10815.5359        0.0026        451.0113
2           409          -0.5805        -10815.5359        0.0026        451.0113
3           409          -0.5805        -10815.5359        0.0026        451.0113
4           409          -0.5805        -10815.5359        0.0026        451.0113
5           409          -0.5805        -10815.5359        0.0026        451.0113
6           409          -0.5805        -10815.5359        0.0026        451.0113
7           409          -0.5805        -10815.5359        0.0026        451.0113
8           409          -0.5805        -10815.5359        0.0026        451.0113
9           409          -0.5805        -10815.5359        0.0026        451.0113
10          409          -0.5805        -10815.5359        0.0026        451.0113
11          409          -0.5805        -10815.5359        0.0026        451.0113
12          409          -0.5805        -10815.5359        0.0026        451.0113
13          409          -0.5805        -10815.5359        0.0026        451.0113
14          409          -0.5805        -10815.5359        0.0026        451.0113
15          409          -0.5805        -10815.5359        0.0026        451.0113
16          409          -0.5805        -10815.5359        0.0026        451.0113
17          409          -0.5805        -10815.5359        0.0026        451.0113
18          409          -0.5805        -10815.5359        0.0026        451.0113
19          409          -0.5805        -10815.5359        0.0026        451.0113
20          409          -0.5805        -10815.5359        0.0026        451.0113
21          409          -0.5805        -10815.5359        0.0026        451.0113
22          409          -0.5805        -10815.5359        0.0026        451.0113
23          409          -0.5805        -10815.5359        0.0026        451.0113
24          409          -0.5805        -10815.5359        0.0026        451.0113
25          409          -0.5805        -10815.5359        0.0026        451.0113
26          409          -0.5805        -10815.5359        0.0026        451.0113
27          409          -0.5805        -10815.5359        0.0026        451.0113
28          409          -0.5805        -10815.5359        0.0026        451.0113
29          409          -0.5805        -10815.5359        0.0026        451.0113
30          409          -0.5805        -10815.5359        0.0026        451.0113
31          409          -0.5805        -10815.5359        0.0026        451.0113
32          409          -0.5805        -10815.5359        0.0026        451.0113
33          409          -0.5805        -10815.5359        0.0026        451.0113
34          409          -0.5805        -10815.5359        0.0026        451.0113
35          409          -0.5805        -10815.5359        0.0026        451.0113
36          409          -0.5805        -10815.5359        0.0026        451.0113
37          409          -0.5805        -10815.5359        0.0026        451.0113
38          409          -0.5805        -10815.5359        0.0026        451.0113
39          409          -0.5805        -10815.5359        0.0026        451.0113
40          409          -0.5805        -10815.5359        0.0026        451.0113
41          409          -0.5805        -10815.5359        0.0026        451.0113
42          409          -0.5805        -10815.5359        0.0026        451.0113
43          409          -0.5805        -10815.5359        0.0026        451.0113
44          409          -0.5805        -10815.5359        0.0026        451.0113
45          409          -0.5805        -10815.5359        0.0026        451.0113
46          409          -0.5805        -10815.5359        0.0026        451.0113
47          409          -0.5805        -10815.5359        0.0026        451.0113
48          409          -0.5805        -10815.5359        0.0026        451.0113
49          409          -0.5805        -10815.5359        0.0026        451.0113
0           410          -0.5815        -9219.5502        0.0026        410.4580
1           410          -0.5815        -9219.5502        0.0026        410.4580
2           410          -0.5815        -9219.5502        0.0026        410.4580
3           410          -0.5815        -9219.5502        0.0026        410.4580
4           410          -0.5815        -9219.5502        0.0026        410.4580
5           410          -0.5815        -9219.5502        0.0026        410.4580
6           410          -0.5815        -9219.5502        0.0026        410.4580
7           410          -0.5815        -9219.5502        0.0026        410.4580
8           410          -0.5815        -9219.5502        0.0026        410.4580
9           410          -0.5815        -9219.5502        0.0026        410.4580
10          410          -0.5815        -9219.5502        0.0026        410.4580
11          410          -0.5815        -9219.5502        0.0026        410.4580
12          410          -0.5815        -9219.5502        0.0026        410.4580
13          410          -0.5815        -9219.5502        0.0026        410.4580
14          410          -0.5815        -9219.5502        0.0026        410.4580
15          410          -0.5815        -9219.5502        0.0026        410.4580
16          410          -0.5815        -9219.5502        0.0026        410.4580
17          410          -0.5815        -9219.5502        0.0026        410.4580
18          410          -0.5815        -9219.5502        0.0026        410.4580
19          410          -0.5815        -9219.5502        0.0026        410.4580
20          410          -0.5815        -9219.5502        0.0026        410.4580
21          410          -0.5815        -9219.5502        0.0026        410.4580
22          410          -0.5815        -9219.5502        0.0026        410.4580
23          410          -0.5815        -9219.5502        0.0026        410.4580
24          410          -0.5815        -9219.5502        0.0026        410.4580
25          410          -0.5815        -9219.5502        0.0026        410.4580
26          410          -0.5815        -9219.5502        0.0026        410.4580
27          410          -0.5815        -9219.5502        0.0026        410.4580
28          410          -0.5815        -9219.5502        0.0026        410.4580
29          410          -0.5815        -9219.5502        0.0026        410.4580
30          410          -0.5815        -9219.5502        0.0026        410.4580
31          410          -0.5815        -9219.5502        0.0026        410.4580
32          410          -0.5815        -9219.5502        0.0026        410.4580
33          410          -0.5815        -9219.5502        0.0026        410.4580
34          410          -0.5815        -9219.5502        0.0026        410.4580
35          410          -0.5815        -9219.5502        0.0026        410.4580
36          410          -0.5815        -9219.5502        0.0026        410.4580
37          410          -0.5815        -9219.5502        0.0026        410.4580
38          410          -0.5815        -9219.5502        0.0026        410.4580
39          410          -0.5815        -9219.5502        0.0026        410.4580
40          410          -0.5815        -9219.5502        0.0026        410.4580
41          410          -0.5815        -9219.5502        0.0026        410.4580
42          410          -0.5815        -9219.5502        0.0026        410.4580
43          410          -0.5815        -9219.5502        0.0026        410.4580
44          410          -0.5815        -9219.5502        0.0026        410.4580
45          410          -0.5815        -9219.5502        0.0026        410.4580
46          410          -0.5815        -9219.5502        0.0026        410.4580
47          410          -0.5815        -9219.5502        0.0026        410.4580
48          410          -0.5815        -9219.5502        0.0026        410.4580
49          410          -0.5815        -9219.5502        0.0026        410.4580
0           411          -0.5823        -7653.3019        0.0026        366.0331
1           411          -0.5823        -7653.3019        0.0026        366.0331
2           411          -0.5823        -7653.3019        0.0026        366.0331
3           411          -0.5823        -7653.3019        0.0026        366.0331
4           411          -0.5823        -7653.3019        0.0026        366.0331
5           411          -0.5823        -7653.3019        0.0026        366.0331
6           411          -0.5823        -7653.3019        0.0026        366.0331
7           411          -0.5823        -7653.3019        0.0026        366.0331
8           411          -0.5823        -7653.3019        0.0026        366.0331
9           411          -0.5823        -7653.3019        0.0026        366.0331
10          411          -0.5823        -7653.3019        0.0026        366.0331
11          411          -0.5823        -7653.3019        0.0026        366.0331
12          411          -0.5823        -7653.3019        0.0026        366.0331
13          411          -0.5823        -7653.3019        0.0026        366.0331
14          411          -0.5823        -7653.3019        0.0026        366.0331
15          411          -0.5823        -7653.3019        0.0026        366.0331
16          411          -0.5823        -7653.3019        0.0026        366.0331
17          411          -0.5823        -7653.3019        0.0026        366.0331
18          411          -0.5823        -7653.3019        0.0026        366.0331
19          411          -0.5823        -7653.3019        0.0026        366.0331
20          411          -0.5823        -7653.3019        0.0026        366.0331
21          411          -0.5823        -7653.3019        0.0026        366.0331
22          411          -0.5823        -7653.3019        0.0026        366.0331
23          411          -0.5823        -7653.3019        0.0026        366.0331
24          411          -0.5823        -7653.3019        0.0026        366.0331
25          411          -0.5823        -7653.3019        0.0026        366.0331
26          411          -0.5823        -7653.3019        0.0026        366.0331
27          411          -0.5823        -7653.3019        0.0026        366.0331
28          411          -0.5823        -7653.3019        0.0026        366.0331
29          411          -0.5823        -7653.3019        0.0026        366.0331
30          411          -0.5823        -7653.3019        0.0026        366.0331
31          411          -0.5823        -7653.3019        0.0026        366.0331
32          411          -0.5823        -7653.3019        0.0026        366.0331
33          411          -0.5823        -7653.3019        0.0026        366.0331
34          411          -0.5823        -7653.3019        0.0026        366.0331
35          411          -0.5823        -7653.3019        0.0026        366.0331
36          411          -0.5823        -7653.3019        0.0026        366.0331
37          411          -0.5823        -7653.3019        0.0026        366.0331
38          411          -0.5823        -7653.3019        0.0026        366.0331
39          411          -0.5823        -7653.3019        0.0026        366.0331
40          411          -0.5823        -7653.3019        0.0026        366.0331
41          411          -0.5823        -7653.3019        0.0026        366.0331
42          411          -0.5823        -7653.3019        0.0026        366.0331
43          411          -0.5823        -7653.3019        0.0026        366.0331
44          411          -0.5823        -7653.3019        0.0026        366.0331
45          411          -0.5823        -7653.3019        0.0026        366.0331
46          411          -0.5823        -7653.3019        0.0026        366.0331
47          411          -0.5823        -7653.3019        0.0026        366.0331
48          411          -0.5823        -7653.3019        0.0026        366.0331
49          411          -0.5823        -7653.3019        0.0026        366.0331
0           412          -0.5830        -6113.6485        0.0027        318.2999
1           412          -0.5830        -6113.6485        0.0027        318.2999
2           412          -0.5830        -6113.6485        0.0027        318.2999
3           412          -0.5830        -6113.6485        0.0027        318.2999
4           412          -0.5830        -6113.6485        0.0027        318.2999
5           412          -0.5830        -6113.6485        0.0027        318.2999
6           412          -0.5830        -6113.6485        0.0027        318.2999
7           412          -0.5830        -6113.6485        0.0027        318.2999
8           412          -0.5830        -6113.6485        0.0027        318.2999
9           412          -0.5830        -6113.6485        0.0027        318.2999
10          412          -0.5830        -6113.6485        0.0027        318.2999
11          412          -0.5830        -6113.6485        0.0027        318.2999
12          412          -0.5830        -6113.6485        0.0027        318.2999
13          412          -0.5830        -6113.6485        0.0027        318.2999
14          412          -0.5830        -6113.6485        0.0027        318.2999
15          412          -0.5830        -6113.6485        0.0027        318.2999
16          412          -0.5830        -6113.6485        0.0027        318.2999
17          412          -0.5830        -6113.6485        0.0027        318.2999
18          412          -0.5830        -6113.6485        0.0027        318.2999
19          412          -0.5830        -6113.6485        0.0027        318.2999
20          412          -0.5830        -6113.6485        0.0027        318.2999
21          412          -0.5830        -6113.6485        0.0027        318.2999
22          412          -0.5830        -6113.6485        0.0027        318.2999
23          412          -0.5830        -6113.6485        0.0027        318.2999
24          412          -0.5830        -6113.6485        0.0027        318.2999
25          412          -0.5830        -6113.6485        0.0027        318.2999
26          412          -0.5830        -6113.6485        0.0027        318.2999
27          412          -0.5830        -6113.6485        0.0027        318.2999
28          412          -0.5830        -6113.6485        0.0027        318.2999
29          412          -0.5830        -6113.6485        0.0027        318.2999
30          412          -0.5830        -6113.6485        0.0027        318.2999
31          412          -0.5830        -6113.6485        0.0027        318.2999
32          412          -0.5830        -6113.6485        0.0027        318.2999
33          412          -0.5830        -6113.6485        0.0027        318.2999
34          412          -0.5830        -6113.6485        0.0027        318.2999
35          412          -0.5830        -6113.6485        0.0027        318.2999
36          412          -0.5830        -6113.6485        0.0027        318.2999
37          412          -0.5830        -6113.6485        0.0027        318.2999
38          412          -0.5830        -6113.6485        0.0027        318.2999
39          412          -0.5830        -6113.6485        0.0027        318.2999
40          412          -0.5830        -6113.6485        0.0027        318.2999
41          412          -0.5830        -6113.6485        0.0027        318.2999
42          412          -0.5830        -6113.6485        0.0027        318.2999
43          412          -0.5830        -6113.6485        0.0027        318.2999
44          412          -0.5830        -6113.6485        0.0027        318.2999
45          412          -0.5830        -6113.6485        0.0027        318.2999
46          412          -0.5830        -6113.6485        0.0027        318.2999
47          412          -0.5830        -6113.6485        0.0027        318.2999
48          412          -0.5830        -6113.6485        0.0027        318.2999
49          412          -0.5830        -6113.6485        0.0027        318.2999
0           413          -0.5836        -4596.3551        0.0027        267.8382
1           413          -0.5836        -4596.3551        0.0027        267.8382
2           413          -0.5836        -4596.3551        0.0027        267.8382
3           413          -0.5836        -4596.3551        0.0027        267.8382
4           413          -0.5836        -4596.3551        0.0027        267.8382
5           413          -0.5836        -4596.3551        0.0027        267.8382
6           413          -0.5836        -4596.3551        0.0027        267.8382
7           413          -0.5836        -4596.3551        0.0027        267.8382
8           413          -0.5836        -4596.3551        0.0027        267.8382
9           413          -0.5836        -4596.3551        0.0027        267.8382
10          413          -0.5836        -4596.3551        0.0027        267.8382
11          413          -0.5836        -4596.3551        0.0027        267.8382
12          413          -0.5836        -4596.3551        0.0027        267.8382
13          413          -0.5836        -4596.3551        0.0027        267.8382
14          413          -0.5836        -4596.3551        0.0027        267.8382
15          413          -0.5836        -4596.3551        0.0027        267.8382
16          413          -0.5836        -4596.3551        0.0027        267.8382
17          413          -0.5836        -4596.3551        0.0027        267.8382
18          413          -0.5836        -4596.3551        0.0027        267.8382
19          413          -0.5836        -4596.3551        0.0027        267.8382
20          413          -0.5836        -4596.3551        0.0027        267.8382
21          413          -0.5836        -4596.3551        0.0027        267.8382
22          413          -0.5836        -4596.3551        0.0027        267.8382
23          413          -0.5836        -4596.3551        0.0027        267.8382
24          413          -0.5836        -4596.3551        0.0027        267.8382
25          413          -0.5836        -4596.3551        0.0027        267.8382
26          413          -0.5836        -4596.3551        0.0027        267.8382
27          413          -0.5836        -4596.3551        0.0027        267.8382
28          413          -0.5836        -4596.3551        0.0027        267.8382
29          413          -0.5836        -4596.3551        0.0027        267.8382
30          413          -0.5836        -4596.3551        0.0027        267.8382
31          413          -0.5836        -4596.3551        0.0027        267.8382
32          413          -0.5836        -4596.3551        0.0027        267.8382
33          413          -0.5836        -4596.3551        0.0027        267.8382
34          413          -0.5836        -4596.3551        0.0027        267.8382
35          413          -0.5836        -4596.3551        0.0027        267.8382
36          413          -0.5836        -4596.3551        0.0027        267.8382
37          413          -0.5836        -4596.3551        0.0027        267.8382
38          413          -0.5836        -4596.3551        0.0027        267.8382
39          413          -0.5836        -4596.3551        0.0027        267.8382
40          413          -0.5836        -4596.3551        0.0027        267.8382
41          413          -0.5836        -4596.3551        0.0027        267.8382
42          413          -0.5836        -4596.3551        0.0027        267.8382
43          413          -0.5836        -4596.3551        0.0027        267.8382
44          413          -0.5836        -4596.3551        0.0027        267.8382
45          413          -0.5836        -4596.3551        0.0027        267.8382
46          413          -0.5836        -4596.3551        0.0027        267.8382
47          413          -0.5836        -4596.3551        0.0027        267.8382
48          413          -0.5836        -4596.3551        0.0027        267.8382
49          413          -0.5836        -4596.3551        0.0027        267.8382
0           414          -0.5839        -3095.8638        0.0027        215.2363
1           414          -0.5839        -3095.8638        0.0027        215.2363
2           414          -0.5839        -3095.8638        0.0027        215.2363
3           414          -0.5839        -3095.8638        0.0027        215.2363
4           414          -0.5839        -3095.8638        0.0027        215.2363
5           414          -0.5839        -3095.8638        0.0027        215.2363
6           414          -0.5839        -3095.8638        0.0027        215.2363
7           414          -0.5839        -3095.8638        0.0027        215.2363
8           414          -0.5839        -3095.8638        0.0027        215.2363
9           414          -0.5839        -3095.8638        0.0027        215.2363
10          414          -0.5839        -3095.8638        0.0027        215.2363
11          414          -0.5839        -3095.8638        0.0027        215.2363
12          414          -0.5839        -3095.8638        0.0027        215.2363
13          414          -0.5839        -3095.8638        0.0027        215.2363
14          414          -0.5839        -3095.8638        0.0027        215.2363
15          414          -0.5839        -3095.8638        0.0027        215.2363
16          414          -0.5839        -3095.8638        0.0027        215.2363
17          414          -0.5839        -3095.8638        0.0027        215.2363
18          414          -0.5839        -3095.8638        0.0027        215.2363
19          414          -0.5839        -3095.8638        0.0027        215.2363
20          414          -0.5839        -3095.8638        0.0027        215.2363
21          414          -0.5839        -3095.8638        0.0027        215.2363
22          414          -0.5839        -3095.8638        0.0027        215.2363
23          414          -0.5839        -3095.8638        0.0027        215.2363
24          414          -0.5839        -3095.8638        0.0027        215.2363
25          414          -0.5839        -3095.8638        0.0027        215.2363
26          414          -0.5839        -3095.8638        0.0027        215.2363
27          414          -0.5839        -3095.8638        0.0027        215.2363
28          414          -0.5839        -3095.8638        0.0027        215.2363
29          414          -0.5839        -3095.8638        0.0027        215.2363
30          414          -0.5839        -3095.8638        0.0027        215.2363
31          414          -0.5839        -3095.8638        0.0027        215.2363
32          414          -0.5839        -3095.8638        0.0027        215.2363
33          414          -0.5839        -3095.8638        0.0027        215.2363
34          414          -0.5839        -3095.8638        0.0027        215.2363
35          414          -0.5839        -3095.8638        0.0027        215.2363
36          414          -0.5839        -3095.8638        0.0027        215.2363
37          414          -0.5839        -3095.8638        0.0027        215.2363
38          414          -0.5839        -3095.8638        0.0027        215.2363
39          414          -0.5839        -3095.8638        0.0027        215.2363
40          414          -0.5839        -3095.8638        0.0027        215.2363
41          414          -0.5839        -3095.8638        0.0027        215.2363
42          414          -0.5839        -3095.8638        0.0027        215.2363
43          414          -0.5839        -3095.8638        0.0027        215.2363
44          414          -0.5839        -3095.8638        0.0027        215.2363
45          414          -0.5839        -3095.8638        0.0027        215.2363
46          414          -0.5839        -3095.8638        0.0027        215.2363
47          414          -0.5839        -3095.8638        0.0027        215.2363
48          414          -0.5839        -3095.8638        0.0027        215.2363
49          414          -0.5839        -3095.8638        0.0027        215.2363
0           415          -0.5842        -1607.1561        0.0028        161.1182
1           415          -0.5842        -1607.1561        0.0028        161.1182
2           415          -0.5842        -1607.1561        0.0028        161.1182
3           415          -0.5842        -1607.1561        0.0028        161.1182
4           415          -0.5842        -1607.1561        0.0028        161.1182
5           415          -0.5842        -1607.1561        0.0028        161.1182
6           415          -0.5842        -1607.1561        0.0028        161.1182
7           415          -0.5842        -1607.1561        0.0028        161.1182
8           415          -0.5842        -1607.1561        0.0028        161.1182
9           415          -0.5842        -1607.1561        0.0028        161.1182
10          415          -0.5842        -1607.1561        0.0028        161.1182
11          415          -0.5842        -1607.1561        0.0028        161.1182
12          415          -0.5842        -1607.1561        0.0028        161.1182
13          415          -0.5842        -1607.1561        0.0028        161.1182
14          415          -0.5842        -1607.1561        0.0028        161.1182
15          415          -0.5842        -1607.1561        0.0028        161.1182
16          415          -0.5842        -1607.1561        0.0028        161.1182
17          415          -0.5842        -1607.1561        0.0028        161.1182
18          415          -0.5842        -1607.1561        0.0028        161.1182
19          415          -0.5842        -1607.1561        0.0028        161.1182
20          415          -0.5842        -1607.1561        0.0028        161.1182
21          415          -0.5842        -1607.1561        0.0028        161.1182
22          415          -0.5842        -1607.1561        0.0028        161.1182
23          415          -0.5842        -1607.1561        0.0028        161.1182
24          415          -0.5842        -1607.1561        0.0028        161.1182
25          415          -0.5842        -1607.1561        0.0028        161.1182
26          415          -0.5842        -1607.1561        0.0028        161.1182
27          415          -0.5842        -1607.1561        0.0028        161.1182
28          415          -0.5842        -1607.1561        0.0028        161.1182
29          415          -0.5842        -1607.1561        0.0028        161.1182
30          415          -0.5842        -1607.1561        0.0028        161.1182
31          415          -0.5842        -1607.1561        0.0028        161.1182
32          415          -0.5842        -1607.1561        0.0028        161.1182
33          415          -0.5842        -1607.1561        0.0028        161.1182
34          415          -0.5842        -1607.1561        0.0028        161.1182
35          415          -0.5842        -1607.1561        0.0028        161.1182
36          415          -0.5842        -1607.1561        0.0028        161.1182
37          415          -0.5842        -1607.1561        0.0028        161.1182
38          415          -0.5842        -1607.1561        0.0028        161.1182
39          415          -0.5842        -1607.1561        0.0028        161.1182
40          415          -0.5842        -1607.1561        0.0028        161.1182
41          415          -0.5842        -1607.1561        0.0028        161.1182
42          415          -0.5842        -1607.1561        0.0028        161.1182
43          415          -0.5842        -1607.1561        0.0028        161.1182
44          415          -0.5842        -1607.1561        0.0028        161.1182
45          415          -0.5842        -1607.1561        0.0028        161.1182
46          415          -0.5842        -1607.1561        0.0028        161.1182
47          415          -0.5842        -1607.1561        0.0028        161.1182
48          415          -0.5842        -1607.1561        0.0028        161.1182
49          415          -0.5842        -1607.1561        0.0028        161.1182
0           416          -0.5843        -124.9961        0.0028        106.1193
1           416          -0.5843        -124.9961        0.0028        106.1193
2           416          -0.5843        -124.9961        0.0028        106.1193
3           416          -0.5843        -124.9961        0.0028        106.1193
4           416          -0.5843        -124.9961        0.0028        106.1193
5           416          -0.5843        -124.9961        0.0028        106.1193
6           416          -0.5843        -124.9961        0.0028        106.1193
7           416          -0.5843        -124.9961        0.0028        106.1193
8           416          -0.5843        -124.9961        0.0028        106.1193
9           416          -0.5843        -124.9961        0.0028        106.1193
10          416          -0.5843        -124.9961        0.0028        106.1193
11          416          -0.5843        -124.9961        0.0028        106.1193
12          416          -0.5843        -124.9961        0.0028        106.1193
13          416          -0.5843        -124.9961        0.0028        106.1193
14          416          -0.5843        -124.9961        0.0028        106.1193
15          416          -0.5843        -124.9961        0.0028        106.1193
16          416          -0.5843        -124.9961        0.0028        106.1193
17          416          -0.5843        -124.9961        0.0028        106.1193
18          416          -0.5843        -124.9961        0.0028        106.1193
19          416          -0.5843        -124.9961        0.0028        106.1193
20          416          -0.5843        -124.9961        0.0028        106.1193
21          416          -0.5843        -124.9961        0.0028        106.1193
22          416          -0.5843        -124.9961        0.0028        106.1193
23          416          -0.5843        -124.9961        0.0028        106.1193
24          416          -0.5843        -124.9961        0.0028        106.1193
25          416          -0.5843        -124.9961        0.0028        106.1193
26          416          -0.5843        -124.9961        0.0028        106.1193
27          416          -0.5843        -124.9961        0.0028        106.1193
28          416          -0.5843        -124.9961        0.0028        106.1193
29          416          -0.5843        -124.9961        0.0028        106.1193
30          416          -0.5843        -124.9961        0.0028        106.1193
31          416          -0.5843        -124.9961        0.0028        106.1193
32          416          -0.5843        -124.9961        0.0028        106.1193
33          416          -0.5843        -124.9961        0.0028        106.1193
34          416          -0.5843        -124.9961        0.0028        106.1193
35          416          -0.5843        -124.9961        0.0028        106.1193
36          416          -0.5843        -124.9961        0.0028        106.1193
37          416          -0.5843        -124.9961        0.0028        106.1193
38          416          -0.5843        -124.9961        0.0028        106.1193
39          416          -0.5843        -124.9961        0.0028        106.1193
40          416          -0.5843        -124.9961        0.0028        106.1193
41          416          -0.5843        -124.9961        0.0028        106.1193
42          416          -0.5843        -124.9961        0.0028        106.1193
43          416          -0.5843        -124.9961        0.0028        106.1193
44          416          -0.5843        -124.9961        0.0028        106.1193
45          416          -0.5843        -124.9961        0.0028        106.1193
46          416          -0.5843        -124.9961        0.0028        106.1193
47          416          -0.5843        -124.9961        0.0028        106.1193
48          416          -0.5843        -124.9961        0.0028        106.1193
49          416          -0.5843        -124.9961        0.0028        106.1193
0           417          -0.5842        1356.6791        0.0028        50.8651
1           417          -0.5842        1356.6791        0.0028        50.8651
2           417          -0.5842        1356.6791        0.0028        50.8651
3           417          -0.5842        1356.6791        0.0028        50.8651
4           417          -0.5842        1356.6791        0.0028        50.8651
5           417          -0.5842        1356.6791        0.0028        50.8651
6           417          -0.5842        1356.6791        0.0028        50.8651
7           417          -0.5842        1356.6791        0.0028        50.8651
8           417          -0.5842        1356.6791        0.0028        50.8651
9           417          -0.5842        1356.6791        0.0028        50.8651
10          417          -0.5842        1356.6791        0.0028        50.8651
11          417          -0.5842        1356.6791        0.0028        50.8651
12          417          -0.5842        1356.6791        0.0028        50.8651
13          417          -0.5842        1356.6791        0.0028        50.8651
14          417          -0.5842        1356.6791        0.0028        50.8651
15          417          -0.5842        1356.6791        0.0028        50.8651
16          417          -0.5842        1356.6791        0.0028        50.8651
17          417          -0.5842        1356.6791        0.0028        50.8651
18          417          -0.5842        1356.6791        0.0028        50.8651
19          417          -0.5842        1356.6791        0.0028        50.8651
20          417          -0.5842        1356.6791        0.0028        50.8651
21          417          -0.5842        1356.6791        0.0028        50.8651
22          417          -0.5842        1356.6791        0.0028        50.8651
23          417          -0.5842        1356.6791        0.0028        50.8651
24          417          -0.5842        1356.6791        0.0028        50.8651
25          417          -0.5842        1356.6791        0.0028        50.8651
26          417          -0.5842        1356.6791        0.0028        50.8651
27          417          -0.5842        1356.6791        0.0028        50.8651
28          417          -0.5842        1356.6791        0.0028        50.8651
29          417          -0.5842        1356.6791        0.0028        50.8651
30          417          -0.5842        1356.6791        0.0028        50.8651
31          417          -0.5842        1356.6791        0.0028        50.8651
32          417          -0.5842        1356.6791        0.0028        50.8651
33          417          -0.5842        1356.6791        0.0028        50.8651
34          417          -0.5842        1356.6791        0.0028        50.8651
35          417          -0.5842        1356.6791        0.0028        50.8651
36          417          -0.5842        1356.6791        0.0028        50.8651
37          417          -0.5842        1356.6791        0.0028        50.8651
38          417          -0.5842        1356.6791        0.0028        50.8651
39          417          -0.5842        1356.6791        0.0028        50.8651
40          417          -0.5842        1356.6791        0.0028        50.8651
41          417          -0.5842        1356.6791        0.0028        50.8651
42          417          -0.5842        1356.6791        0.0028        50.8651
43          417          -0.5842        1356.6791        0.0028        50.8651
44          417          -0.5842        1356.6791        0.0028        50.8651
45          417          -0.5842        1356.6791        0.0028        50.8651
46          417          -0.5842        1356.6791        0.0028        50.8651
47          417          -0.5842        1356.6791        0.0028        50.8651
48          417          -0.5842        1356.6791        0.0028        50.8651
49          417          -0.5842        1356.6791        0.0028        50.8651
0           418          -0.5840        2844.0447        0.0028        -4.0153
1           418          -0.5840        2844.0447        0.0028        -4.0153
2           418          -0.5840        2844.0447        0.0028        -4.0153
3           418          -0.5840        2844.0447        0.0028        -4.0153
4           418          -0.5840        2844.0447        0.0028        -4.0153
5           418          -0.5840        2844.0447        0.0028        -4.0153
6           418          -0.5840        2844.0447        0.0028        -4.0153
7           418          -0.5840        2844.0447        0.0028        -4.0153
8           418          -0.5840        2844.0447        0.0028        -4.0153
9           418          -0.5840        2844.0447        0.0028        -4.0153
10          418          -0.5840        2844.0447        0.0028        -4.0153
11          418          -0.5840        2844.0447        0.0028        -4.0153
12          418          -0.5840        2844.0447        0.0028        -4.0153
13          418          -0.5840        2844.0447        0.0028        -4.0153
14          418          -0.5840        2844.0447        0.0028        -4.0153
15          418          -0.5840        2844.0447        0.0028        -4.0153
16          418          -0.5840        2844.0447        0.0028        -4.0153
17          418          -0.5840        2844.0447        0.0028        -4.0153
18          418          -0.5840        2844.0447        0.0028        -4.0153
19          418          -0.5840        2844.0447        0.0028        -4.0153
20          418          -0.5840        2844.0447        0.0028        -4.0153
21          418          -0.5840        2844.0447        0.0028        -4.0153
22          418          -0.5840        2844.0447        0.0028        -4.0153
23          418          -0.5840        2844.0447        0.0028        -4.0153
24          418          -0.5840        2844.0447        0.0028        -4.0153
25          418          -0.5840        2844.0447        0.0028        -4.0153
26          418          -0.5840        2844.0447        0.0028        -4.0153
27          418          -0.5840        2844.0447        0.0028        -4.0153
28          418          -0.5840        2844.0447        0.0028        -4.0153
29          418          -0.5840        2844.0447        0.0028        -4.0153
30          418          -0.5840        2844.0447        0.0028        -4.0153
31          418          -0.5840        2844.0447        0.0028        -4.0153
32          418          -0.5840        2844.0447        0.0028        -4.0153
33          418          -0.5840        2844.0447        0.0028        -4.0153
